The Mountain Goats,Sax Rohmer #1
Adam Cotton,Dream Girl
The Mountain Goats,So Desperate
Kings of Convenience,Surprise Ice
Ben Folds Five,Kate
Kelley Stoltz,The Birmingham Eccentric
City and Colour,The Girl
Bonnie â€˜Prince' Billy,Love Comes to Me
Loudon Wainwright III,A Song
The Postal Service,Brand New Colony
The Smashing Pumpkins,Rhinoceros
Anthony Atkinson,Half an Hour in the Afternoon
I Was a Cub Scout,Our Smallest Adventures
Superman Revenge Squad,Been a Private Detective for 17 Months
The Mountain Goats,The First Few Desperate Hours
Modest Mouse,Float On
The Divine Comedy,Sunrise
N.W.A.,Fuck Tha Police
Ben Folds Five,Bitches Ain't Shit
Mott the Hoople,All the Young Dudes
The Ivor Cutler Trio,I'm Happy
Baxter Dury,Beneath the Underdog
Ian Dury,Inbetweenies
Joanna Newsom,Bridges and Balloons
The Brels,The Man Who Wouldn't Join a Conga Line
Daniel Johnston,Laurie
Belle and Sebastien,I'm Waking Up to Us
John Hegley,The Luton Bungalow
Jonathan Katz,Three Hobbies (stand-up comedy)
I Am Kloot,Storm Warning
Great Lakes Myth Society,Stump Speech
The Ladybug Transistor,Choking on Air
The Longpigs,On & On
The Mountain Goats,No Children
MJ Hibbett & The Validators,Better Things to Do
Eels,I Like Birds
There Might Be Giants,Bangs
Morrissey,The More You Ignore Me the Closer I Get
Jeffrey Lewis,Alphabet
Stevie Nicks Hearts,The E.L.F.
Belle and Sebastien,You Don't Send Me
The Divine Comedy,Songs of Love
Billy Bragg,The Beach Is Free
Major Matt Mason,Mr Softie
The Lucksmiths,Sunlight in a Jar
Ben Folds Five,Theme from Dr. Pyser
Darren Hanlon,Hold On
Jeffrey and Jack Lewis,New Old Friends
The Postal Service,Such Great Heights
Nick Cave & The Bad Seeds,Into My Arms
The Guild League,Scientists
Cherry Ghost,People Help the People
City and Colour,Forgive Me
Britney Spears,Piece of Me
Mirah and Spectratone International,Community
The Grates,Trampoline
Darren Hanlon,Hold On
The Cave Singers,Dancing On Our Graves
Robyn Hitchcock,The Man Who Invented Himself
The Divine Comedy,Our Mutual Friend
Leonard Cohen,Chelsea Hotel #2
Modern Giant,Angie Heart
Frente!,Labour of Love
Shapes and Sizes,Teller/Seller
Anthony Atkinson,Spoiling for a Fight
Ballboy,The Sash My Father Wore
The Triangles,The Girl You've Been Avoiding
The Arctic Monkeys,From the Ritz to the Rubble
Arab Strap,The Shy Retirer
Beach House,Wedding Bell
Robyn Hitchcock and the Egyptians,The Yip! Song
Nick Cave and the Bad Seeds,Dig, Lazarus, Dig!
Jeffrey Lewis,Alphabet
Loudon Wainwright III,Dead Skunk
Johnathan Katz,Sidney Katz (stand-up comedy)
Kanye West,Diamonds from Sierra Leone
Frida HyvÃ¶nen,I Drive My Friend
The Mountain Goats,Idylls of the King
MJ Hibbett & The Validators,Programming Is a Poetry for Our Time
Half Man Half Biscuit,Paintball's Coming Home
Smashing Pumpkins,Siva
This Is Your Captain Speaking,Weathered (partial)
Patton Oswalt,The Miracle of Childbirth (stand-up comedy)
Eels,Novocaine for the Soul
Jeremy Warmsley,I Believe In The Way You Move
Jeffrey Lewis,Heavy Heart
The Guild League,Citronella
Great Lakes Myth Society,Compass Rose Bouquet *
The Lucksmiths,The Chapter in Your Life Entitled San Fransisco
Smudge,Alison Tells Me She's Not Sure That What She's Got Is Contagious
My Latest Novel,The Reputation Of Ross Francis
The Mountain Goats,Sax Rohmer #1
The Postal Service,Brand New Colony
Mirah and Spectratone International,Love Song of the Fly
Pulp,Help the Aged
The Guild League,The Storm
Bon Iver,Flume
Sufjan Stevens,Chicago
Vic Chesnutt,Doubting Woman
The Mountain Goats,First Few Desperate Hours
Jeffrey Lewis,The Chelsea Hotel Oral Sex Song
Modern Giant,Angie Heart
Belle and Sebastien,I'm Waking Up to Us
Arcade Fire,Keep the Car Running
Leonard Cohen,Chelsea Hotel #2
The Guild League,Trust
Arctic Monkeys,Perhaps Vampires Is a Bit Strong But...
Gavin Osborn,Height of Romance
Lovers in a Dangerous Time,Barenaked Ladies
Cryptacize,Cosmic Sing-a-Long
Andrew Bird,Simple X
Simon & Garfunkel,A Hazy Shade of Winter
Frida HyvÃ¶nen,I Drive My Friend
Gavin Osborn,Not Going Anywhere
The Lucksmiths,A Hiccup in Your Happiness
R. Kelly,Ignition
Grand Salvo,Without His Friends
Ben Folds Five,Eddie Walker
Mirah and Spectratone International,My Prize
The Divine Comedy,Generation Sex
The Owls,Peppermint Patty
The Cave Singers,New Monuments
Iron & Wine,Each Coming Night
The Lucksmiths,Once Again
Further,Perfect Teeth
Lambchop,Being Tyler
The Blow,Hey Boy
Darren Hanlon,Video Store
Eels,P.S. You Rock My World
Fred Thomas,Little Songs
Talking Heads,This Must Be the Place (Naive Melody)
Gladys Knight and the Pips,Midnight Train to Georgia
The Mountain Goats,No Children
Half Cousin,Mrs. Pilling
The Beatles,She Came in Through the Bathroom Window
The Beatles,Golden Slumbers
The Reindeer Section,You Are My Joy
The Postal Service,Such Great Heights
The Ladybug Transistor,Choking on Air
Kanye West,Gold Digger
The Lucksmiths,Sunlight in a Jar
Sparklehorse,Go
Morrissey,The More You Ignore Me, the Closer I Get
My Latest Novel,Pretty in a Panic
Tullycraft,Leaders of the New School
The Reindeer Section,Grand Parade
The Longpigs,On & On
The Guild League,Animals
Belle and Sebastian,Sleep the Clock Around
William Shatner,It Hasn't Happened Yet
Ballboy,A Europewide Search for Love
Regina Spektor,Fidelity
The Whitest Boy Alive,Above You
The Crayon Fields,Choir of Tiny Boys
The Stone Roses,Ten Storey Love Song
Herman DÃ¼ne,With A Fistful of Faith
Guided By Voices,Game of Pricks
The Reindeer Section,Your Sweet Voice
Ben Folds,Bruised
Pulp,A Little Soul
Liz Phair,Fuck and Run
Belle and Sebastien,Seymour Stein
The Divine Comedy,The Pop Singer's Fear of the Pollen Count
The Motifs,Turn Me
Modest Mouse,Float On
Papas Fritas,Wild Life
Papas Fritas,Passion Play
The Motifs,The Ant
Dinosaur Jr.,Just Like Heaven
The Guild League,Animals
Darren Hanlon,The People Who Wave at Trains
SinÃ©ad O'Connor,The Emperor's New Clothes
The Lucksmiths,A Hiccup In Your Happiness
The Lucksmiths,Sunlight In A Jar
The Lucksmiths,Putting It Off And Putting It Off
The Lucksmiths,If You Lived Here, You'd Be Home Now
The Lucksmiths,Fiction
The Lucksmiths,The Fog of Trujillo
The Lucksmiths,Great Lengths
The Lucksmiths,The Music Next Door
The Lucksmiths,Now I'm Even Further Away
The Lucksmiths,Young And Dumb
The Lucksmiths,The Chapter in Your Life Entitled San Francisco
The Lucksmiths,I Don't Want to Walk Around Alone No More
The Smashing Pumpkins,Pennies
Calexico and Charlotte Gainsbourg,Just Like a Woman 
My Latest Novel,The Reputation of Ross Francis
The Mountain Goats,Oceanographer's Choice
They Might Be Giants,Ana Ng
Jeffrey Lewis,Alphabet
Looper,Dave the Moon Man
Anthony Atkinson,Mental Notes Aplenty
Arcade Fire,Keep the Car Running
The Flaming Lips,Race for the Prize
Art Brut,Modern Art
Ted Leo and the Pharmacists,Me and Mia
Iron & Wine,Naked as We Came
The Weepies,Slow Pony Home
The Kinks,Nothin' in the World Can Stop Me Worryin' 'Bout That Girl
Belle and Sebastien,Mornington Crescent
The Postal Service,Such Great Heights
Darren Hanlon,The Ostracism of Vinny Lalor
The Replacements,Androgynous
Clem Snide,Happy Birthday
Tullycraft,Fall 4 U
Regina Spektor,On the Radio
Jeffrey Lewis,The Chelsea Hotel Oral Sex Song
Frida HyvÃ¶nen,I Drive My Friend
The Crayon Fields,Midnight
Jeremy Warmsley,I Believe in the Way You Move
John Hegley,The Luton Bungalow
The Lemonheads,Into Your Arms
Regina Spektor,Fidelity
City High,15 Will Get You 20
Pixies,La La Love You
They Might Be Giants,Istanbul (Not Constantinople)
Pulp,Babies
New Order,Blue Monday
Herman Dune,I Wish that I Could See You Soon
Mirah and Spectratone International,Community
Kings of Convenience,Failure
Mid-State Orange,The Casualties of Casual Ties
Simon & Garfunkel,America
Fionn Regan,Be Good Or Be Gone
Howe Gelb,Get to Leave
Micah P. Hinson,Don't You Forget
Steve Burns,>1
Jeffrey Lewis,New Old Friends
R. Kelly,Ignition
Bob Dylan,The Man in Me
The Streets,Let's Push Things Forward
The Moldy Peaches,Jorge Regula
Blur,Badhead
Joy Division,Transmission
Stevie Nicks,Edge of Seventeen
Yeah Yeah Yeahs,Maps
Dog Trumpet,Quiet Night
Rufus Wainwright,Oh What A World
Belle & Sebastian,You Don't Send Me
Dusty Springfield,The Windmills Of Your Mind
Cat Power,Sea of Love
The Reindeer Section,Your Sweet Voice (partial)
Only You,Louis Armstrong
Darren Hanlon,The Ostracism of Vinny Lalor
Gavin Osborn,unknown title (student union)
DJ Jazzy Jeff & the Fresh Prince,Boom! Shake the Room
American Music Club,Myopic Books
Loney Dear,And I Won't Cause Anything at All
The Divine Comedy,The Plough
Iron & Wine,Naked as We Came
Sufjan Stevens,Decatur, or, Round of Applause for Your Step-Mother!
My Latest Novel,Pretty in a Panic
Darren Hanlon,He Misses You Too, You Know
Andrew Bird,Simple X
Arcade Fire,Keep the Car Running
The Divine Comedy,Sunrise
The Mountain Goats,First Few Desperate Hours
The Clientele,Bonfires on the Health
Noah and the Whale,Our Window
Tom Waits,I'll Shoot the Moon
The Postal Service,Such Great Heights
Pixies,Gigantic
Rilo Kiley,Portions for Foxes
Alec Ounsworth,Idiots In The Rain
Darren Hanlon,The Perfect Day
The Divine Comedy,Tonight We Fly
The Guild League,Animals
Iron & Wine,Naked as We Came
Aaron Copland,Fanfare for the Common Man
Childish Gambino,This Is America
David Byrne,I Dance Like This
tUnE-yArDs,Heart Attack
Dirty Projectors,Keep Your Name
Jeffrey Lewis,What Are You Doing to Do After the Orgy?
Orange Juice,Rip It Up
The Housemartins,The People Who Grinned Themselves to Death
Confidence Men,Don't You Know I'm In A Band
Kate Bush,Hounds Of Love
Stornoway,Zorbing
Blur,For Tomorrow
Powell,Sylvester Stallone
The Postal Service,The District Sleeps Alone Tonight
Bonobo,Migration
Crywank,A Soreness So Familiar It Soon Becomes Unquestioned
Bon Iver,22 (OVER SâˆžâˆžN)
Peter Gabriel,Sledgehammer
Creep Show,Mr. Dynamite
Glen Campbell,Wichita Lineman
Thomas Truax,You Are My Sunshine
Big Thief,Shark Smile
Janelle MonÃ¡e,Tightrope
Connie Converse,We Lived Alone
David Byrne,Every Day Is a Miracle
Tasmin Archer,Sleeping Satellite
The Lucksmiths,T-Shirt Weather
LCD Soundsystem,Dance Yrself Clean
Holly Throsby,It's Only Need
Jeffrey Lewis & Los Bolts,Sad Screaming Old Man
Bonobo ft. Rhye,Break Apart
St. Vincent,Hang On Me
Bon Iver,22 (OVER SâˆžâˆžN)
Jane Weaver,H>A>K
The Flaming Lips,Do You Realize??
Ivor Cutler Trio,I'm Happy
The Tallest Man On Earth,Love Is All
Noah and the Whale,Love of an Orchestra
Darren Hanlon,Trust Your Feelings (When You Wake)
Four Tet,As Serious As Your Life
King Creosote & Jon Hopkins,First Watch
King Creosote & Jon Hopkins,John Taylor's Month Away
Thomas Truax,You Are My Sunset
Snapped Ankles,I Want My Minutes Back
Aidan Moffat and RM Hubbert ft. Siobhan Wilson,Cockcrow
Herman DÃ¼ne,Down By The Jacaranda
Super Furry Animals,Hermann Loves Pauline
David Byrne,Everybody's Coming To My House
Paul Simon,You Can Call Me Al
Joan As Police Woman,The Classic
Pharrell Williams,Runnin'
John Grant,Sensitive New Age Guy
Mount Kimbie,Four Years and One Day (Gerd Janson Remix)
PJ Harvey,The Community Of Hope
The Breeders,Cannonball
Klezmer Music,Choopah
LCD Soundsystem,North American Scum
Lambchop,In Care Of 8675309
Half Man Half Biscuit,Tending the Wrong Grave for 23 Years
The Reindeer Section,Cartwheels
Ron Tutt,The Sheffield Track/Drum Record
Courtney Barnett,City Looks Pretty
Super Furry Animals,The Man Don't Give A Fuck
HeCTA,We Are Glistening
Bonobo,Migration
tUnE-yArDs,Coast to Coast
BB King,We Can't Agree
The Sheffield Track/Drum Record,Jim Keltner
Boz Scaggs,Lido Shuffle
Christine and the Queens,Tilted
Kings of Convenience,Love Is No Big Truth
The Goon Sax,Sweaty Hands
Doves,There Goes the Fear
Withered Hand,Joy
Bonnie Prince Billy,I See A Darkness
Arctic Monkeys,Bigger Boys and Stolen Sweethearts
Eleanor Friedberger,My Jesus Phase
Liz Phair,Fuck and Run
David Byrne,It's Not Dark Up Here
Emmy the Great,Swimming Pool
St. Vincent,Masseduction
Slow Club,When I Go
LCD Soundsystem,Pow Pow
The Divine Comedy,Tonight We Fly
Peaches,Dick In The Air
Le Tigre,What's Yr Take on Cassavetes
David Byrne,Gasoline and Dirty Sheets
Mount Kimbie,Blue Train Lines (Nina Kraviz Remix)
Stephen Sondheim,Now You Know from Merrily We Roll Along
Jeffrey Lewis,Roll Bus Roll
Radiohead,High and Dry
Janelle MonÃ¡e,Q.U.E.E.N.
Roger Whittaker,New World In The Morning
Field Music,Disappointed
Darlingside,Eschaton
Holly Herndon,Chorus
Holly Throsby,Now I Love Someone
tUnE-yArDs,Colonizer
Yo La Tengo,Our Way To Fall
Pulp,Help The Aged
Dirty Projectors,Up In Hudson
Miss Kitten and the Hacker,Frank Sinatra
James,Sometimes
Frightened Rabbit,Head Rolls Off
Divine Comedy,Tonight We Fly
Elbow,One Day Like This
Absolute Body Control,Figures
Chemical Brothers,Leave Home
Darren Hanlon,All These Things
Poppy Avkroyd,Paper
Terence Trent D'Arby,Sign Your Name
Black Spirituals,Body
Darren Hanlon,Electric Skeleton
Luke Haines,The Subbuteo Lads
The Divine Comedy,The Certainty of Chance
tUnE-yArDs,Gangsta
Gil Scott-Heron,The Revolution Will Not Be Televised
Nadia Rose,Skwod
U.S. Girls,Sororal Feelings
Tricky,Black Steel
Janelle MonÃ¡e ft. Wondaland Records,Hell You Talmbout
Half Man Half Biscuit,Bad Losers on Yahoo! Chess
David Byrne,Bullet
Pulp,Babies
Holly Throsby,Aeroplane
Geese,Andrew Parsnip
LCD Soundsystem,Other Voices
Half Man Half Biscuit,Paintball's Coming Home
The Wedding Present,Everyone Thinks He Looks Daft
Chicks on Speed ft. Peaches,We Don't Play Guitars
Snapped Ankles,Hanging With The Moon
David Byrne,Doing The Right Thing
Blur,M.O.R.
Darren Hanlon,Fire Engine
!!!,Dancing Is The Best Revenge
Cobra Killer,Let's Have A Problem
Elbow,Starlings
Kate Bush,Running Up That Hill
The Wedding Present,You Jane
Courtney Barnett,Depreston
Luke Haines,Angry Man On Small Train
BjÓ§rk,Big Time Sensuality
John Grant,Voodoo Doll
Everything Is Recorded,Close But Not Quite
The Lucksmiths,Great Lengths
Hannah Peel,Goodbye Earth
Pulp,Sorted For E's & Wizz
The Streets,Let's Push Things Forward
Bobby Womack and Damon Albarn,Please Forgive My Heart
The Divine Comedy,Sunrise
Four Tet,A Joy
BjÓ§rk,It's Oh So Quiet
Art Brut,Good Weekend
LCD Soundsystem,All My Friends
Arab Strap,The Shy Retirer
The Guild League,Limited Express
David Byrne,This Is That
M. Ward,One Life Away
Powell,Her Face
Super Furry Animals,Night Vision
Beastie Boys,Intergalactic
Holly Throsby,Things Between People
Barenaked Ladies- Lovers In A Dangerous Time
Janelle MonÃ¡e ft. Grimes,Pynk
Arctic Monkeys,Fake Tales of San Francisco
Darren Hanlon,House
The Ting Tings,That's Not My Name
John Grant,Black Belt
King Creosote & Jon Hopkins,Running On Fumes
Peggy Gou,Han Jan
Daniel Johnston,True Love Will Find You in the End
Beck,Where It's At
Gavin Osborn,That's How I Know
Huw M,Worried Now, Won't Be Worried Long
Christoph de Babalon,Nostep
Yeah Yeah Yeahs,Maps
Withered Hand,Love in the Time Of Ecstasy
Erich Schwer,Sports Inspirational Speeches
Manic Street Preachers,La Tristesse Durera (Scream To A Sigh)
Galliano,Jus' Reach
The Front Bottoms,The Plan (Fuck Jobs)
Crass,Big a Little A
Gwenno,Tir Ha Mor
Alan Lomax,Mouth Music
Herman DÃ¼ne,I Wish That I Could See You Soon
Emmy The Great,Trellick Tower
David Byrne,Dog's Mind
Darren Hanlon,Elbows
John Grant,Disappointing
Petty Gou,Rose
Pixies,La La Love You
Arcade Fire,Wake Up
tUnE-yArDs,Water Fountain
Broken Social Scene,Anthem For A Seventeen Year-Old Girl
Kamp!,Arsene Wenger
Rilo Kiley,Portions for Foxes
Modest Mouse,Float On
Pony Time,Stickers
Tilly and the Wall,Fell Down the Stairs
St. Vincent,Digital Witness
The Postal Service,We Will Become Silhouettes
Pulp,The Night That Minnie Timperley Died
Deathcab for Cutie,I Will Follow You Into The Dark
Matt & Kim,Daylight
The Sultans of Ping FC,Where's Me Jumper?
Yacht,Psychic City
Clarence Carter,I'm Just A Prisoner (Of Your Good Lovin')
Cyberbully Mom Club,Drunk Text Romance
LCD Soundsystem,I Can Change
Lil Dicky ft. Chris Brown,Freaky Friday
R.E.M.,Sweetness Follows
Miike Snow,Archipelago
Modest Mouse,Dashboard
tUnE-yArDs,My Country
Thao and the Get Down Stay Down,Nobody Dies
Kingmaker,Armchair Anarchist
Mount Kimbie,T.A.M.E.D. (Ellen Allien U.F.O. Remix)
Destroyer,It's Gonna Take An Airplane
Chicks On Speed,Beat Is Happening
The Lemonheads,Into Your Arms
Broken Bells,The High Road
Little Wings,Look At What The Light Did Now
Angie Reed,I Don't Do Dirty Work Sucka
Dolly Parton,9 to 5
Pixies,Debaser
Le Tigre,TKO
LCD Soundsystem,Losing My Edge
Andrew Bird,You Woke Me Up!
Mountain Goats,First Few Desperate Hours
Jeffrey Lewis w/Jack Lewis,Time Machine
John Grant,Grey Tickles, Black Pressure
Devendra Banhart,Fancy Man
Casiotone for the Painfully Alone ft. Dear Nora,Hot Boyz
Animal Collective,FloriDada
Apex Twin,CheetahT2 (Ld spectrum)
Free Cake For Every Creature,All You've Got To Be When You're 23 is Yourself
!!!,One Girl/One Boy
The Embassy,Roundkick
The Magnetic Fields,The Luckiest Guy On The Lower East Side
Petula Clark,Downtown
David Byrne & St. Vincent,I Should Watch TV
Jans Flekman,And I Remember Every Kiss
Confidence Man,Try Your Luck
Dirty Projectors,Swing Lo Magellan
Pulp,A Little Soul
Nick Drake,Rider On The Wheel
Dan Deacon,Feel The Lightning
Bright Light Quartet,I'm Tired
Joanna Newsom,Clam, Crab, Cockle, Cowrie
Sidney Carter,Worried Now, Won't Be Worried Long
Peggy Gou,Traveling Without Arriving
Jeffrey Lewis,Back To Manhattan
Four Tet,Smile Around The Face
Snail Mail,Let's Find An Out
Richard Dawson,Wooden Bag
Elf Kid,Golden Boy
The Postal Service,We Will Become Silhouettes
Khruangbin,Evan Finds The Third Room
Ought,These 3 Things
LCD Soundsystem,Call The Police
Simian,We Are Your Friends
Simon & Garfunkel,The Boxer
Ian Dury & The Blockheads,Partial To Your Abracadabra
Neutral Milk Hotel,In The Aeroplane Over The Sea
Withered Hand,Heart Heart
Darren Hanlon,When You Go
PJ Harvey,You Said Something
The Smoke,Griffo
Nick Cave and the Bad Seeds,People Ain't No Good
Snapped Ankles,Jonny Guitar Calling Gosta Berlin
Bobby Charles,I Must Be in a Good Place Now
Airhead,Funny How
Housemartins,Flag Day
Missy Elliott,The Rain (Supa Dupa Fly)
The Modern Lovers,Pablo Picasso
The Magnetic Fields,All My Little Words
The Fall,Theme From Sparta F.C.
Seazoo,Dig
Bright Eyes,Lua
Suede,Animal Nitrate
The Housemartins,Build
The Housemartins,Bow Down
Four Tet,Sun Drums and Soil
Natalie Prass,Short Court Style
Paul Delong,Embowelment
Future Islands,Seasons (Waiting On You)
Jeremy Warmsley,I Believe In The Way You Move
Emmy The Great,MIA
The Front Bottoms,Today Is Not Real
Charles Watson,No Fanfare
Cloud Control,Gold Canary
David Byrne & St. Vincent,Weekend In The Dust
The Moldy Peaches,Anyone Else But You
The Rolling Stones,Brown Sugar
The Wedding Present,You Jane
TT,I've Been Fine
Julia Jacklin,Don' Let The Kids Win
John Grant,You & Him
Eels,Dog Faced Boy
Sparks,What The Hell Is It This Time?
Awkwafina,Yellow Ranger
Awkwafina,My Vag
Hefner,When The Angels Play Their Drum Machines
LUMP,Late To the Flight
The Lovely Eggs,Allergies
My Latest Novel,The Reputation of Ross Francis
The Weepies,Painting By Chagall
LCD Soundsystem,Beat Connection
Villagers,The Waves
James,Laid
Peaches ft. Feist,I Mean Something
Half Man Half Biscuit,Knobheads On Quiz Shows
Connie Converse,How Sad, How Lovely
Four Tet,Gong
BjÃ¶rk,Venus As A Boy
Darren Hanlon,Hold On
Jeffrey Lewis & The Junkyard,Whistle Past The Graveyard
Susanne SundfÃ¸r ft. John Grant,Mountaineers
The Divine Comedy,Everybody Knows (Except You)
Gavin Osborn,And Still They Move
Lesbians On Ecstacy,Queens On Noise (Bring Da Bunny)
Aaron Copland,Fanfare For The Common Man
Anna Meredith,Bump
David Byrne,Lazy (Live)
Haiku Hands feat. Mad Zach,Onset
Jeffrey Lewis & The Voltage,LPs
EOB,Shangri-La
Darren Hanlon,Trust Your Feelings (When You Wake)
Planningtowake,Beulah Loves Dancing
Company (2018 London Cast Recording),Sorry-Grateful
Eels,Peach Blossom
Talking Heads,Life During Wartime
Villagers,Again
Shellac,Spoke
Polvo,Fractured (Like Chandeliers)
Oliver! (1994 London Palladium Cast Recording),Food, Glorious Food
Battles feat. Sal Pincipato,Titanium 2 Step
Weyes Blood,Diary
Deerhunter,No One's Sleeping
Nocturnal Sunshine feat. Peaches,Possessed
Richard Dawson,Jogging
Pip Millett,Deeper Dark
Nadine Shah,Ladies for Babies (Goats for Love)
Janelle MonÃ¡e feat. Big Boi,Tightrope
John Grant,He's Got His Mother's Hips
Four Tet,Love Salad
Ballboy,I Love You, But I Found Country Music
Fiona Apple,Fetch the Bolt Cutters
Junior Boys,In The Morning
Death Cab for Cutie,I Dreamt We Spoke Again
Kashmere Stage Band,Kashmere
Rina Sawayama,Comme Des GarÃ§ons (Like The Boys)
Erlend Ã˜ye & La Comitiva feat. s t a r g a z e,Valdivia
Guerilla Toss,Meteorological
Hello Saferide,The Quiz
LCD Soundsystem,Pow Pow
Destroyer,It's Gonna Take An Airplane
Obongjayar,10K
Matthew Dear ft. Tegan and Sara,Bad Ones
Dirty Projectors,Break-Thru (Live At Power Station)
Joan As Police Woman,Hearts A Mess
Hamilton Leithauser,Don't Check the Score
My Latest Novel,The Reputation of Ross Francis
The Guild League,Animals
The Whitest Boy Alive,Serious
Pixies,Here Comes Your Man
Field Music,Sit Tighter
Wasuremono,Cuddling
Steve Mason,Walking Away From Love
Nick Murphy,I work for the Universe
Blur,Coffee and TV
Louden Wainwright,Middle Of The Night
The Magnetic Fields,(I Want to Join A) Biker Gang
Selah Sue,You
Caribou,Never Come Back (Morgan Geist Remix)
Bobby Darin,Beyond the Sea
Holly Herndon,Eternal
The Lucksmiths,A Hiccup In Your Happiness
Merrily We Roll Along (OBC),Now You Know
Dan Deacon,When I Was Done Dying
Villagers,Love Came With All That It Brings
Loose Tooth,All The Colours Gone
The Front Bottoms,Maps
Oscar Jerome,Sun For Someone
tUnE-yArDs,My Country
Little Simz,Offence
Keeley Forsyth,Black Bull
Joan As Police Woman,The Classic
Sparks,Gratuitous Sax
Ivor Cutler Trio,I'm Happy
LCD Soundsystem,Dance Yrself Clean (Live at Madison Square Garden)
Jeffrey Lewis & The Voltage,Take It For Granted
Loyle Carner,Mean It In The Morning
Fiona Apple,I Want You To Love Me
SAULT,Up All Night
Carl Craig,The Melody (Ishmael Ensemble Remix)
Aphex Twin,Donkey Rhubarb
David Byrne,Hell You Talmbout
Bonnie â€œPrinceâ€ Billy,After I Made Love To You
Rozi Plain,Symmetrical
Sons of Kemet,My Queen Is Doreen Lawrence
Merrily We Roll Along (2012 NY Cast Recording),Now You Know
Jane Weaver,Don't Take My Soul
Battles,Fort Greene Park
Gruff Rhys,Frontier Man
Dan Deacon,Become A Mountain
Betty Davis,Politician Man
Sleigh Bells,Rill Rill
Holly Throsby,It's Only Need
Withered Hand,Joy
The Housemartins,He Ain't Heavy, He's My Brother
Janelle MonÃ¡e feat. Erykah Badu,Q.U.E.E.N.
Art Brut & We Are Scientists,Handle With Care
The Divine Comedy,Infernal Machines
B.C. Camplight,I've Got A Bad Cold
HeCTA,Sympathy For The Auto Industry
Snapped Ankles,Letter From Hampi Mountain
St. Vincent,Hang On Me (Batu Remix)
Darren Hayman,You Are Still My Password
Nadine Shah,Kitchen Sink
The Mountain Goats,Hopeful Assassins of Zeno
The Stooges,I Wanna Be Your Dog
Haley Heynderickx,Oom Sha La La
LCD Soundsystem,Us V Them (London Session)
Field Music,Off & On
Joan As Police Woman,Not The Way
Dream Wife,Hasta La Vista
Nick Cave & The Bad Seeds,People Ain't No Good (Live from KCRW)
Villagers,The Waves
John Grant,Preppy Boy
KOKOKO!,Malembe
Everything Is Recorded ft. Sampha,Close But Not Quite
Art Tatum,Tea for Two
LCD Soundsystem,Losing My Edge
Dry Cleaning,Dog Proposal
Connie Converse,Roving Woman
Sons of Kemet,My Queen Is Harriet Tubman
Missy Elliott,Cool Off
Ibibio Sound Machine,Tell Me (Doko Mien)
Panda Bear,Cranked
Bonnie â€œPrinceâ€ Billy,I Have Made a Place
Lambchop,So Modern And So Tight
Jon Hopkins,Scene Suspended
Four Tet,Something in the Sadness
Fiona Apple,On I Go
Jeffrey Lewis,What Are You Going To Do After The Orgy?
David Byrne,Everybody's Coming to My House
RVG,Christian Neurosurgeon
Santrofi,Kwaa Kwaa
Girl Talk,All Eyes On Me
Wasuremono,Are You OK?
Sault,Don't Waste My Time
The Stroppies,Burning Bright
Moses Boyd,Rye Lane Shuffle
Sampa the Great,Final Form
PJ Harvey,This Mess We're In
Donald Byrd,Places and Spaces
They Might Be Giants,Birdhouse In Your Soul
Cloud Control,Gold Canary
LCD Soundsystem,Other Voices
Powell & Sanford feat. Sam Dowdell & Ken Kosmic,Bummer Summer
Powell,Sylvester Stallone
Modern Giant,Angie Hart
Nirvana,Come As You Are
Angie Hart,Stop Buying Things
Matthew Dear ft. Tegan and Sara,Bad Ones
Pip Millett,Like It Like That
Fiona Apple,Ladies
Warmduscher,Big Wilma
!!!,This Is The Dub
Kieran Hebden & Steve Reid,Arrival
Modest Mouse,Float On
Tops,The Hollow Sound Of The Morning Chimes
EOB,Sail On
Art Brut,Mein kleiner Bruder
Augie March,One Crowded Hour
Connie Converse,We Lived Alone
Villagers,Long Time Waiting
Jarvis Cocker,House Music All Night Long
Scott Lavene,Broke
Chicks on Speed,We Don't Play Guitars
Simian Mobile Disco ft. Deep Throat Choir,Hey Sister
David Byrne & St. Vincent,I Should Watch TV
Super Furry Animals,Check It Out
John Grant,Voodoo Doll
The Divine Comedy,Absent Friends
Arctic Monkey,Red Lights Indicates Doors Are Secure
Snapped Ankles,I Want My Minutes Back
Daisy Moon,Chambers
Bloc Party,Hunting for Witches
Fiona Apple,Newspaper
Working Men's Club,A.A.A.A.
The Lovely Eggs,Please Let Me Come Mooch Round Your House
Pip Millett,Talk About It
Peaness,Kaizen
Kate Bush,Running Up That Hill
Marika Hackman ft. Let's Eat Grandma,blow (Rosa Let's Eat Grandma Rework)
Yeasayer,Germs
Huw M,Worried Now, Won't Be Worried Long
Julia Holter,Everyday Is An Emergency
The Futureheads,Listen, Little Man!
Bonnie â€œPrinceâ€ Billy,Beware Your Only Friend
Fiona Apple,Cosmonauts
Rilo Kiley,Portions for Foxes
Darren Hayman,I Can Travel Through Time
The Guild League,Scientists
Holly Throsby,Things Between People
Haiku Hands,Manbitch
Mura Masa & slowthai,Deal Wiv It
tUnE-yArDs,Water Fountain
Sons of Kemet,My Queen Is Ada Eastman
Dave Van Ronk,Losers
Gavin Osborn,FM2030
The Postal Service,Such Great Heights
